"YEAR","DISTRICT","DISTRICT NAME","CRISIS CODE","CRISIS CODEX","STUDENT COUNT"
2019-20,057907,DUNCANVILLE ISD,7A,ENGAGED FOR MAJORITY OF TIME PERIOD,"9,291"
2019-20,057907,DUNCANVILLE ISD,7B,NO CONTACT FOR ENTIRE TIME PERIOD,415
2019-20,057907,DUNCANVILLE ISD,7C,NO CONTACT BEFORE 5/1; CONTACT 5/1 OR AFTER BUT NOT ENGAGED THRU END OF YR,245
2019-20,057907,DUNCANVILLE ISD,7D,NO CONTACT BEFORE 5/1; CONTACT 5/1 OR AFTER AND ENGAGED THRU END OF YR,188
2019-20,057907,DUNCANVILLE ISD,7E,CONTACT BUT NOT ENGAGED FOR MAJORITY OF TIME PERIOD,"1,046"
2019-20,057907,DUNCANVILLE ISD,7F,CONTACT BUT NOT ENGAGED BEFORE 5/1; NO CONTACT 5/1 OR AFTER,125
2019-20,057907,DUNCANVILLE ISD,7G,CONTACT BUT NOT ENGAGED BEFORE 5/1; ENGAGED 5/1 OR AFTER THRU END OF YR,621
2019-20,057907,DUNCANVILLE ISD,7H,ENGAGED BEFORE 5/1; NO CONTACT 5/1 THRU END OF YR,49
2019-20,057907,DUNCANVILLE ISD,7I,ENGAGED BEFORE 5/1; NOT ENGAGED 5/1 THRU END OF YR,304
2019-20,057909,GARLAND ISD,7A,ENGAGED FOR MAJORITY OF TIME PERIOD,"44,412"
2019-20,057909,GARLAND ISD,7B,NO CONTACT FOR ENTIRE TIME PERIOD,71
2019-20,057909,GARLAND ISD,7C,NO CONTACT BEFORE 5/1; CONTACT 5/1 OR AFTER BUT NOT ENGAGED THRU END OF YR,718
2019-20,057909,GARLAND ISD,7D,NO CONTACT BEFORE 5/1; CONTACT 5/1 OR AFTER AND ENGAGED THRU END OF YR,988
2019-20,057909,GARLAND ISD,7E,CONTACT BUT NOT ENGAGED FOR MAJORITY OF TIME PERIOD,"3,479"
2019-20,057909,GARLAND ISD,7F,CONTACT BUT NOT ENGAGED BEFORE 5/1; NO CONTACT 5/1 OR AFTER,316
2019-20,057909,GARLAND ISD,7G,CONTACT BUT NOT ENGAGED BEFORE 5/1; ENGAGED 5/1 OR AFTER THRU END OF YR,"3,448"
2019-20,057909,GARLAND ISD,7H,ENGAGED BEFORE 5/1; NO CONTACT 5/1 THRU END OF YR,169
2019-20,057909,GARLAND ISD,7I,ENGAGED BEFORE 5/1; NOT ENGAGED 5/1 THRU END OF YR,"1,317"
2019-20,057910,GRAND PRAIRIE ISD,7A,ENGAGED FOR MAJORITY OF TIME PERIOD,"23,934"
2019-20,057910,GRAND PRAIRIE ISD,7B,NO CONTACT FOR ENTIRE TIME PERIOD,192
2019-20,057910,GRAND PRAIRIE ISD,7C,NO CONTACT BEFORE 5/1; CONTACT 5/1 OR AFTER BUT NOT ENGAGED THRU END OF YR,69
2019-20,057910,GRAND PRAIRIE ISD,7D,NO CONTACT BEFORE 5/1; CONTACT 5/1 OR AFTER AND ENGAGED THRU END OF YR,378
2019-20,057910,GRAND PRAIRIE ISD,7E,CONTACT BUT NOT ENGAGED FOR MAJORITY OF TIME PERIOD,844
2019-20,057910,GRAND PRAIRIE ISD,7F,CONTACT BUT NOT ENGAGED BEFORE 5/1; NO CONTACT 5/1 OR AFTER,41
2019-20,057910,GRAND PRAIRIE ISD,7G,CONTACT BUT NOT ENGAGED BEFORE 5/1; ENGAGED 5/1 OR AFTER THRU END OF YR,"2,285"
2019-20,057910,GRAND PRAIRIE ISD,7H,ENGAGED BEFORE 5/1; NO CONTACT 5/1 THRU END OF YR,45
2019-20,057910,GRAND PRAIRIE ISD,7I,ENGAGED BEFORE 5/1; NOT ENGAGED 5/1 THRU END OF YR,373
2019-20,057911,HIGHLAND PARK ISD,7A,ENGAGED FOR MAJORITY OF TIME PERIOD,-999
2019-20,057911,HIGHLAND PARK ISD,7E,CONTACT BUT NOT ENGAGED FOR MAJORITY OF TIME PERIOD,-999
2019-20,057912,IRVING ISD,7A,ENGAGED FOR MAJORITY OF TIME PERIOD,"32,261"
2019-20,057912,IRVING ISD,7B,NO CONTACT FOR ENTIRE TIME PERIOD,33
2019-20,057912,IRVING ISD,7C,NO CONTACT BEFORE 5/1; CONTACT 5/1 OR AFTER BUT NOT ENGAGED THRU END OF YR,10
2019-20,057912,IRVING ISD,7D,NO CONTACT BEFORE 5/1; CONTACT 5/1 OR AFTER AND ENGAGED THRU END OF YR,11
2019-20,057912,IRVING ISD,7E,CONTACT BUT NOT ENGAGED FOR MAJORITY OF TIME PERIOD,167
2019-20,057912,IRVING ISD,7F,CONTACT BUT NOT ENGAGED BEFORE 5/1; NO CONTACT 5/1 OR AFTER,12
2019-20,057912,IRVING ISD,7G,CONTACT BUT NOT ENGAGED BEFORE 5/1; ENGAGED 5/1 OR AFTER THRU END OF YR,52
2019-20,057912,IRVING ISD,7H,ENGAGED BEFORE 5/1; NO CONTACT 5/1 THRU END OF YR,91
2019-20,057912,IRVING ISD,7I,ENGAGED BEFORE 5/1; NOT ENGAGED 5/1 THRU END OF YR,553
2019-20,057913,LANCASTER ISD,7A,ENGAGED FOR MAJORITY OF TIME PERIOD,"5,990"
2019-20,057913,LANCASTER ISD,7B,NO CONTACT FOR ENTIRE TIME PERIOD,140
2019-20,057913,LANCASTER ISD,7C,NO CONTACT BEFORE 5/1; CONTACT 5/1 OR AFTER BUT NOT ENGAGED THRU END OF YR,52
2019-20,057913,LANCASTER ISD,7D,NO CONTACT BEFORE 5/1; CONTACT 5/1 OR AFTER AND ENGAGED THRU END OF YR,17
2019-20,057913,LANCASTER ISD,7E,CONTACT BUT NOT ENGAGED FOR MAJORITY OF TIME PERIOD,588
2019-20,057913,LANCASTER ISD,7F,CONTACT BUT NOT ENGAGED BEFORE 5/1; NO CONTACT 5/1 OR AFTER,29
2019-20,057913,LANCASTER ISD,7G,CONTACT BUT NOT ENGAGED BEFORE 5/1; ENGAGED 5/1 OR AFTER THRU END OF YR,262
2019-20,057913,LANCASTER ISD,7H,ENGAGED BEFORE 5/1; NO CONTACT 5/1 THRU END OF YR,11
2019-20,057913,LANCASTER ISD,7I,ENGAGED BEFORE 5/1; NOT ENGAGED 5/1 THRU END OF YR,404
2019-20,057914,MESQUITE ISD,7A,ENGAGED FOR MAJORITY OF TIME PERIOD,"33,768"
2019-20,057914,MESQUITE ISD,7B,NO CONTACT FOR ENTIRE TIME PERIOD,311
2019-20,057914,MESQUITE ISD,7C,NO CONTACT BEFORE 5/1; CONTACT 5/1 OR AFTER BUT NOT ENGAGED THRU END OF YR,180
2019-20,057914,MESQUITE ISD,7D,NO CONTACT BEFORE 5/1; CONTACT 5/1 OR AFTER AND ENGAGED THRU END OF YR,142
2019-20,057914,MESQUITE ISD,7E,CONTACT BUT NOT ENGAGED FOR MAJORITY OF TIME PERIOD,"1,587"
2019-20,057914,MESQUITE ISD,7F,CONTACT BUT NOT ENGAGED BEFORE 5/1; NO CONTACT 5/1 OR AFTER,112
2019-20,057914,MESQUITE ISD,7G,CONTACT BUT NOT ENGAGED BEFORE 5/1; ENGAGED 5/1 OR AFTER THRU END OF YR,"1,669"
2019-20,057914,MESQUITE ISD,7H,ENGAGED BEFORE 5/1; NO CONTACT 5/1 THRU END OF YR,57
2019-20,057914,MESQUITE ISD,7I,ENGAGED BEFORE 5/1; NOT ENGAGED 5/1 THRU END OF YR,"1,602"
2019-20,057916,RICHARDSON ISD,7A,ENGAGED FOR MAJORITY OF TIME PERIOD,"35,109"
2019-20,057916,RICHARDSON ISD,7B,NO CONTACT FOR ENTIRE TIME PERIOD,173
2019-20,057916,RICHARDSON ISD,7C,NO CONTACT BEFORE 5/1; CONTACT 5/1 OR AFTER BUT NOT ENGAGED THRU END OF YR,93
2019-20,057916,RICHARDSON ISD,7D,NO CONTACT BEFORE 5/1; CONTACT 5/1 OR AFTER AND ENGAGED THRU END OF YR,61
2019-20,057916,RICHARDSON ISD,7E,CONTACT BUT NOT ENGAGED FOR MAJORITY OF TIME PERIOD,"1,185"
2019-20,057916,RICHARDSON ISD,7F,CONTACT BUT NOT ENGAGED BEFORE 5/1; NO CONTACT 5/1 OR AFTER,71
2019-20,057916,RICHARDSON ISD,7G,CONTACT BUT NOT ENGAGED BEFORE 5/1; ENGAGED 5/1 OR AFTER THRU END OF YR,"1,611"
2019-20,057916,RICHARDSON ISD,7H,ENGAGED BEFORE 5/1; NO CONTACT 5/1 THRU END OF YR,22
2019-20,057916,RICHARDSON ISD,7I,ENGAGED BEFORE 5/1; NOT ENGAGED 5/1 THRU END OF YR,621
2019-20,057919,SUNNYVALE ISD,7A,ENGAGED FOR MAJORITY OF TIME PERIOD,"1,939"
2019-20,057919,SUNNYVALE ISD,7D,NO CONTACT BEFORE 5/1; CONTACT 5/1 OR AFTER AND ENGAGED THRU END OF YR,-999
2019-20,057919,SUNNYVALE ISD,7E,CONTACT BUT NOT ENGAGED FOR MAJORITY OF TIME PERIOD,26
2019-20,057919,SUNNYVALE ISD,7G,CONTACT BUT NOT ENGAGED BEFORE 5/1; ENGAGED 5/1 OR AFTER THRU END OF YR,29
2019-20,057919,SUNNYVALE ISD,7H,ENGAGED BEFORE 5/1; NO CONTACT 5/1 THRU END OF YR,-999
2019-20,057919,SUNNYVALE ISD,7I,ENGAGED BEFORE 5/1; NOT ENGAGED 5/1 THRU END OF YR,15
2019-20,057922,COPPELL ISD,7A,ENGAGED FOR MAJORITY OF TIME PERIOD,"13,073"
2019-20,057922,COPPELL ISD,7B,NO CONTACT FOR ENTIRE TIME PERIOD,16
2019-20,057922,COPPELL ISD,7C,NO CONTACT BEFORE 5/1; CONTACT 5/1 OR AFTER BUT NOT ENGAGED THRU END OF YR,-999
2019-20,057922,COPPELL ISD,7D,NO CONTACT BEFORE 5/1; CONTACT 5/1 OR AFTER AND ENGAGED THRU END OF YR,-999
2019-20,057922,COPPELL ISD,7E,CONTACT BUT NOT ENGAGED FOR MAJORITY OF TIME PERIOD,86
2019-20,057922,COPPELL ISD,7F,CONTACT BUT NOT ENGAGED BEFORE 5/1; NO CONTACT 5/1 OR AFTER,-999
2019-20,057922,COPPELL ISD,7G,CONTACT BUT NOT ENGAGED BEFORE 5/1; ENGAGED 5/1 OR AFTER THRU END OF YR,64
2019-20,057922,COPPELL ISD,7H,ENGAGED BEFORE 5/1; NO CONTACT 5/1 THRU END OF YR,-999
2019-20,057922,COPPELL ISD,7I,ENGAGED BEFORE 5/1; NOT ENGAGED 5/1 THRU END OF YR,41
2019-20,058902,DAWSON ISD,7A,ENGAGED FOR MAJORITY OF TIME PERIOD,117
2019-20,058902,DAWSON ISD,7B,NO CONTACT FOR ENTIRE TIME PERIOD,-999
2019-20,058902,DAWSON ISD,7C,NO CONTACT BEFORE 5/1; CONTACT 5/1 OR AFTER BUT NOT ENGAGED THRU END OF YR,-999
2019-20,058902,DAWSON ISD,7E,CONTACT BUT NOT ENGAGED FOR MAJORITY OF TIME PERIOD,10
2019-20,058902,DAWSON ISD,7G,CONTACT BUT NOT ENGAGED BEFORE 5/1; ENGAGED 5/1 OR AFTER THRU END OF YR,-999
2019-20,058902,DAWSON ISD,7I,ENGAGED BEFORE 5/1; NOT ENGAGED 5/1 THRU END OF YR,11
2019-20,058905,KLONDIKE ISD,7A,ENGAGED FOR MAJORITY OF TIME PERIOD,268
2019-20,058906,LAMESA ISD,7A,ENGAGED FOR MAJORITY OF TIME PERIOD,"1,668"
2019-20,058906,LAMESA ISD,7B,NO CONTACT FOR ENTIRE TIME PERIOD,21
2019-20,058906,LAMESA ISD,7D,NO CONTACT BEFORE 5/1; CONTACT 5/1 OR AFTER AND ENGAGED THRU END OF YR,-999
2019-20,058906,LAMESA ISD,7E,CONTACT BUT NOT ENGAGED FOR MAJORITY OF TIME PERIOD,51
2019-20,058906,LAMESA ISD,7F,CONTACT BUT NOT ENGAGED BEFORE 5/1; NO CONTACT 5/1 OR AFTER,-999
2019-20,058906,LAMESA ISD,7G,CONTACT BUT NOT ENGAGED BEFORE 5/1; ENGAGED 5/1 OR AFTER THRU END OF YR,23
2019-20,058906,LAMESA ISD,7H,ENGAGED BEFORE 5/1; NO CONTACT 5/1 THRU END OF YR,-999
2019-20,058906,LAMESA ISD,7I,ENGAGED BEFORE 5/1; NOT ENGAGED 5/1 THRU END OF YR,44
2019-20,058909,SANDS CISD,7A,ENGAGED FOR MAJORITY OF TIME PERIOD,262
2019-20,059901,HEREFORD ISD,7A,ENGAGED FOR MAJORITY OF TIME PERIOD,"3,608"
2019-20,059901,HEREFORD ISD,7B,NO CONTACT FOR ENTIRE TIME PERIOD,18
2019-20,059901,HEREFORD ISD,7C,NO CONTACT BEFORE 5/1; CONTACT 5/1 OR AFTER BUT NOT ENGAGED THRU END OF YR,63
2019-20,059901,HEREFORD ISD,7D,NO CONTACT BEFORE 5/1; CONTACT 5/1 OR AFTER AND ENGAGED THRU END OF YR,97
2019-20,059901,HEREFORD ISD,7E,CONTACT BUT NOT ENGAGED FOR MAJORITY OF TIME PERIOD,229
2019-20,059902,WALCOTT ISD,7A,ENGAGED FOR MAJORITY OF TIME PERIOD,137
2019-20,059902,WALCOTT ISD,7B,NO CONTACT FOR ENTIRE TIME PERIOD,-999
2019-20,059902,WALCOTT ISD,7E,CONTACT BUT NOT ENGAGED FOR MAJORITY OF TIME PERIOD,-999
2019-20,059902,WALCOTT ISD,7G,CONTACT BUT NOT ENGAGED BEFORE 5/1; ENGAGED 5/1 OR AFTER THRU END OF YR,-999
2019-20,059902,WALCOTT ISD,7I,ENGAGED BEFORE 5/1; NOT ENGAGED 5/1 THRU END OF YR,-999
2019-20,060902,COOPER ISD,7A,ENGAGED FOR MAJORITY OF TIME PERIOD,722
2019-20,060902,COOPER ISD,7B,NO CONTACT FOR ENTIRE TIME PERIOD,-999
2019-20,060902,COOPER ISD,7D,NO CONTACT BEFORE 5/1; CONTACT 5/1 OR AFTER AND ENGAGED THRU END OF YR,-999
2019-20,060902,COOPER ISD,7E,CONTACT BUT NOT ENGAGED FOR MAJORITY OF TIME PERIOD,26
2019-20,060902,COOPER ISD,7F,CONTACT BUT NOT ENGAGED BEFORE 5/1; NO CONTACT 5/1 OR AFTER,-999
2019-20,060902,COOPER ISD,7G,CONTACT BUT NOT ENGAGED BEFORE 5/1; ENGAGED 5/1 OR AFTER THRU END OF YR,10
2019-20,060902,COOPER ISD,7I,ENGAGED BEFORE 5/1; NOT ENGAGED 5/1 THRU END OF YR,27
2019-20,060914,FANNINDEL ISD,7A,ENGAGED FOR MAJORITY OF TIME PERIOD,131
2019-20,061802,NORTH TEXAS COLLEGIATE ACADEMY,7A,ENGAGED FOR MAJORITY OF TIME PERIOD,642
2019-20,061804,LEADERSHIP PREP SCHOOL,7A,ENGAGED FOR MAJORITY OF TIME PERIOD,"1,269"
2019-20,061804,LEADERSHIP PREP SCHOOL,7E,CONTACT BUT NOT ENGAGED FOR MAJORITY OF TIME PERIOD,-999
2019-20,061804,LEADERSHIP PREP SCHOOL,7F,CONTACT BUT NOT ENGAGED BEFORE 5/1; NO CONTACT 5/1 OR AFTER,-999
2019-20,061805,TRIVIUM ACADEMY,7A,ENGAGED FOR MAJORITY OF TIME PERIOD,582
2019-20,061901,DENTON ISD,7A,ENGAGED FOR MAJORITY OF TIME PERIOD,"29,578"
2019-20,061901,DENTON ISD,7B,NO CONTACT FOR ENTIRE TIME PERIOD,57
2019-20,061901,DENTON ISD,7C,NO CONTACT BEFORE 5/1; CONTACT 5/1 OR AFTER BUT NOT ENGAGED THRU END OF YR,-999
2019-20,061901,DENTON ISD,7D,NO CONTACT BEFORE 5/1; CONTACT 5/1 OR AFTER AND ENGAGED THRU END OF YR,13
2019-20,061901,DENTON ISD,7E,CONTACT BUT NOT ENGAGED FOR MAJORITY OF TIME PERIOD,537
2019-20,061901,DENTON ISD,7F,CONTACT BUT NOT ENGAGED BEFORE 5/1; NO CONTACT 5/1 OR AFTER,-999
2019-20,061901,DENTON ISD,7G,CONTACT BUT NOT ENGAGED BEFORE 5/1; ENGAGED 5/1 OR AFTER THRU END OF YR,284
2019-20,061901,DENTON ISD,7H,ENGAGED BEFORE 5/1; NO CONTACT 5/1 THRU END OF YR,-999
2019-20,061901,DENTON ISD,7I,ENGAGED BEFORE 5/1; NOT ENGAGED 5/1 THRU END OF YR,331
2019-20,061902,LEWISVILLE ISD,7A,ENGAGED FOR MAJORITY OF TIME PERIOD,"49,759"
2019-20,061902,LEWISVILLE ISD,7B,NO CONTACT FOR ENTIRE TIME PERIOD,60
2019-20,061902,LEWISVILLE ISD,7C,NO CONTACT BEFORE 5/1; CONTACT 5/1 OR AFTER BUT NOT ENGAGED THRU END OF YR,-999
2019-20,061902,LEWISVILLE ISD,7D,NO CONTACT BEFORE 5/1; CONTACT 5/1 OR AFTER AND ENGAGED THRU END OF YR,52
2019-20,061902,LEWISVILLE ISD,7E,CONTACT BUT NOT ENGAGED FOR MAJORITY OF TIME PERIOD,773
2019-20,061902,LEWISVILLE ISD,7F,CONTACT BUT NOT ENGAGED BEFORE 5/1; NO CONTACT 5/1 OR AFTER,61
2019-20,061902,LEWISVILLE ISD,7G,CONTACT BUT NOT ENGAGED BEFORE 5/1; ENGAGED 5/1 OR AFTER THRU END OF YR,510
2019-20,061902,LEWISVILLE ISD,7H,ENGAGED BEFORE 5/1; NO CONTACT 5/1 THRU END OF YR,-999
2019-20,061902,LEWISVILLE ISD,7I,ENGAGED BEFORE 5/1; NOT ENGAGED 5/1 THRU END OF YR,287
2019-20,061903,PILOT POINT ISD,7A,ENGAGED FOR MAJORITY OF TIME PERIOD,"1,300"
2019-20,061903,PILOT POINT ISD,7B,NO CONTACT FOR ENTIRE TIME PERIOD,-999
2019-20,061903,PILOT POINT ISD,7C,NO CONTACT BEFORE 5/1; CONTACT 5/1 OR AFTER BUT NOT ENGAGED THRU END OF YR,-999
2019-20,061903,PILOT POINT ISD,7D,NO CONTACT BEFORE 5/1; CONTACT 5/1 OR AFTER AND ENGAGED THRU END OF YR,-999
2019-20,061903,PILOT POINT ISD,7E,CONTACT BUT NOT ENGAGED FOR MAJORITY OF TIME PERIOD,38
2019-20,061903,PILOT POINT ISD,7F,CONTACT BUT NOT ENGAGED BEFORE 5/1; NO CONTACT 5/1 OR AFTER,-999
2019-20,061903,PILOT POINT ISD,7G,CONTACT BUT NOT ENGAGED BEFORE 5/1; ENGAGED 5/1 OR AFTER THRU END OF YR,-999
2019-20,061903,PILOT POINT ISD,7H,ENGAGED BEFORE 5/1; NO CONTACT 5/1 THRU END OF YR,-999
2019-20,061903,PILOT POINT ISD,7I,ENGAGED BEFORE 5/1; NOT ENGAGED 5/1 THRU END OF YR,12
2019-20,061905,KRUM ISD,7A,ENGAGED FOR MAJORITY OF TIME PERIOD,"1,818"
2019-20,061905,KRUM ISD,7B,NO CONTACT FOR ENTIRE TIME PERIOD,-999
2019-20,061905,KRUM ISD,7C,NO CONTACT BEFORE 5/1; CONTACT 5/1 OR AFTER BUT NOT ENGAGED THRU END OF YR,-999
2019-20,061905,KRUM ISD,7D,NO CONTACT BEFORE 5/1; CONTACT 5/1 OR AFTER AND ENGAGED THRU END OF YR,-999
2019-20,061905,KRUM ISD,7E,CONTACT BUT NOT ENGAGED FOR MAJORITY OF TIME PERIOD,111
2019-20,061905,KRUM ISD,7F,CONTACT BUT NOT ENGAGED BEFORE 5/1; NO CONTACT 5/1 OR AFTER,-999
2019-20,061905,KRUM ISD,7G,CONTACT BUT NOT ENGAGED BEFORE 5/1; ENGAGED 5/1 OR AFTER THRU END OF YR,116
2019-20,061905,KRUM ISD,7I,ENGAGED BEFORE 5/1; NOT ENGAGED 5/1 THRU END OF YR,13
2019-20,061906,PONDER ISD,7A,ENGAGED FOR MAJORITY OF TIME PERIOD,"1,473"
2019-20,061906,PONDER ISD,7B,NO CONTACT FOR ENTIRE TIME PERIOD,20
2019-20,061906,PONDER ISD,7C,NO CONTACT BEFORE 5/1; CONTACT 5/1 OR AFTER BUT NOT ENGAGED THRU END OF YR,-999
2019-20,061906,PONDER ISD,7D,NO CONTACT BEFORE 5/1; CONTACT 5/1 OR AFTER AND ENGAGED THRU END OF YR,-999
2019-20,061906,PONDER ISD,7E,CONTACT BUT NOT ENGAGED FOR MAJORITY OF TIME PERIOD,13
2019-20,061906,PONDER ISD,7F,CONTACT BUT NOT ENGAGED BEFORE 5/1; NO CONTACT 5/1 OR AFTER,-999
2019-20,061906,PONDER ISD,7G,CONTACT BUT NOT ENGAGED BEFORE 5/1; ENGAGED 5/1 OR AFTER THRU END OF YR,10
2019-20,061906,PONDER ISD,7H,ENGAGED BEFORE 5/1; NO CONTACT 5/1 THRU END OF YR,-999
2019-20,061906,PONDER ISD,7I,ENGAGED BEFORE 5/1; NOT ENGAGED 5/1 THRU END OF YR,-999
2019-20,061907,AUBREY ISD,7A,ENGAGED FOR MAJORITY OF TIME PERIOD,"2,459"
2019-20,061907,AUBREY ISD,7B,NO CONTACT FOR ENTIRE TIME PERIOD,-999
2019-20,061907,AUBREY ISD,7C,NO CONTACT BEFORE 5/1; CONTACT 5/1 OR AFTER BUT NOT ENGAGED THRU END OF YR,-999
2019-20,061907,AUBREY ISD,7D,NO CONTACT BEFORE 5/1; CONTACT 5/1 OR AFTER AND ENGAGED THRU END OF YR,-999
2019-20,061907,AUBREY ISD,7E,CONTACT BUT NOT ENGAGED FOR MAJORITY OF TIME PERIOD,58
2019-20,061907,AUBREY ISD,7F,CONTACT BUT NOT ENGAGED BEFORE 5/1; NO CONTACT 5/1 OR AFTER,17
2019-20,061907,AUBREY ISD,7G,CONTACT BUT NOT ENGAGED BEFORE 5/1; ENGAGED 5/1 OR AFTER THRU END OF YR,16
2019-20,061907,AUBREY ISD,7H,ENGAGED BEFORE 5/1; NO CONTACT 5/1 THRU END OF YR,-999
2019-20,061907,AUBREY ISD,7I,ENGAGED BEFORE 5/1; NOT ENGAGED 5/1 THRU END OF YR,-999
2019-20,061908,SANGER ISD,7A,ENGAGED FOR MAJORITY OF TIME PERIOD,"2,291"
2019-20,061908,SANGER ISD,7B,NO CONTACT FOR ENTIRE TIME PERIOD,19
2019-20,061908,SANGER ISD,7C,NO CONTACT BEFORE 5/1; CONTACT 5/1 OR AFTER BUT NOT ENGAGED THRU END OF YR,-999
2019-20,061908,SANGER ISD,7D,NO CONTACT BEFORE 5/1; CONTACT 5/1 OR AFTER AND ENGAGED THRU END OF YR,13
2019-20,061908,SANGER ISD,7E,CONTACT BUT NOT ENGAGED FOR MAJORITY OF TIME PERIOD,165
2019-20,061908,SANGER ISD,7F,CONTACT BUT NOT ENGAGED BEFORE 5/1; NO CONTACT 5/1 OR AFTER,11
2019-20,061908,SANGER ISD,7G,CONTACT BUT NOT ENGAGED BEFORE 5/1; ENGAGED 5/1 OR AFTER THRU END OF YR,24
2019-20,061908,SANGER ISD,7H,ENGAGED BEFORE 5/1; NO CONTACT 5/1 THRU END OF YR,-999
2019-20,061908,SANGER ISD,7I,ENGAGED BEFORE 5/1; NOT ENGAGED 5/1 THRU END OF YR,27
2019-20,061910,ARGYLE ISD,7A,ENGAGED FOR MAJORITY OF TIME PERIOD,"3,234"
2019-20,061910,ARGYLE ISD,7E,CONTACT BUT NOT ENGAGED FOR MAJORITY OF TIME PERIOD,-999
2019-20,061910,ARGYLE ISD,7F,CONTACT BUT NOT ENGAGED BEFORE 5/1; NO CONTACT 5/1 OR AFTER,-999
2019-20,061910,ARGYLE ISD,7G,CONTACT BUT NOT ENGAGED BEFORE 5/1; ENGAGED 5/1 OR AFTER THRU END OF YR,15
2019-20,061910,ARGYLE ISD,7I,ENGAGED BEFORE 5/1; NOT ENGAGED 5/1 THRU END OF YR,18
2019-20,061911,NORTHWEST ISD,7A,ENGAGED FOR MAJORITY OF TIME PERIOD,"24,506"
2019-20,061911,NORTHWEST ISD,7B,NO CONTACT FOR ENTIRE TIME PERIOD,50
2019-20,061911,NORTHWEST ISD,7C,NO CONTACT BEFORE 5/1; CONTACT 5/1 OR AFTER BUT NOT ENGAGED THRU END OF YR,18
2019-20,061911,NORTHWEST ISD,7D,NO CONTACT BEFORE 5/1; CONTACT 5/1 OR AFTER AND ENGAGED THRU END OF YR,18
2019-20,061911,NORTHWEST ISD,7E,CONTACT BUT NOT ENGAGED FOR MAJORITY OF TIME PERIOD,227
2019-20,061911,NORTHWEST ISD,7F,CONTACT BUT NOT ENGAGED BEFORE 5/1; NO CONTACT 5/1 OR AFTER,17
2019-20,061911,NORTHWEST ISD,7G,CONTACT BUT NOT ENGAGED BEFORE 5/1; ENGAGED 5/1 OR AFTER THRU END OF YR,153
2019-20,061911,NORTHWEST ISD,7H,ENGAGED BEFORE 5/1; NO CONTACT 5/1 THRU END OF YR,11
2019-20,061911,NORTHWEST ISD,7I,ENGAGED BEFORE 5/1; NOT ENGAGED 5/1 THRU END OF YR,66
2019-20,061912,LAKE DALLAS ISD,7A,ENGAGED FOR MAJORITY OF TIME PERIOD,"3,756"
2019-20,061912,LAKE DALLAS ISD,7B,NO CONTACT FOR ENTIRE TIME PERIOD,-999
2019-20,061912,LAKE DALLAS ISD,7C,NO CONTACT BEFORE 5/1; CONTACT 5/1 OR AFTER BUT NOT ENGAGED THRU END OF YR,-999
2019-20,061912,LAKE DALLAS ISD,7D,NO CONTACT BEFORE 5/1; CONTACT 5/1 OR AFTER AND ENGAGED THRU END OF YR,-999
2019-20,061912,LAKE DALLAS ISD,7E,CONTACT BUT NOT ENGAGED FOR MAJORITY OF TIME PERIOD,46
2019-20,061912,LAKE DALLAS ISD,7F,CONTACT BUT NOT ENGAGED BEFORE 5/1; NO CONTACT 5/1 OR AFTER,-999
2019-20,061912,LAKE DALLAS ISD,7G,CONTACT BUT NOT ENGAGED BEFORE 5/1; ENGAGED 5/1 OR AFTER THRU END OF YR,129
2019-20,061912,LAKE DALLAS ISD,7H,ENGAGED BEFORE 5/1; NO CONTACT 5/1 THRU END OF YR,-999
2019-20,061912,LAKE DALLAS ISD,7I,ENGAGED BEFORE 5/1; NOT ENGAGED 5/1 THRU END OF YR,23
2019-20,061914,LITTLE ELM ISD,7A,ENGAGED FOR MAJORITY OF TIME PERIOD,"5,923"
2019-20,061914,LITTLE ELM ISD,7B,NO CONTACT FOR ENTIRE TIME PERIOD,383
2019-20,061914,LITTLE ELM ISD,7E,CONTACT BUT NOT ENGAGED FOR MAJORITY OF TIME PERIOD,"1,753"
2019-20,062901,CUERO ISD,7A,ENGAGED FOR MAJORITY OF TIME PERIOD,"1,837"
2019-20,062901,CUERO ISD,7B,NO CONTACT FOR ENTIRE TIME PERIOD,27
2019-20,062901,CUERO ISD,7C,NO CONTACT BEFORE 5/1; CONTACT 5/1 OR AFTER BUT NOT ENGAGED THRU END OF YR,-999
2019-20,062901,CUERO ISD,7D,NO CONTACT BEFORE 5/1; CONTACT 5/1 OR AFTER AND ENGAGED THRU END OF YR,-999
2019-20,062901,CUERO ISD,7E,CONTACT BUT NOT ENGAGED FOR MAJORITY OF TIME PERIOD,44
2019-20,062901,CUERO ISD,7F,CONTACT BUT NOT ENGAGED BEFORE 5/1; NO CONTACT 5/1 OR AFTER,-999
2019-20,062901,CUERO ISD,7G,CONTACT BUT NOT ENGAGED BEFORE 5/1; ENGAGED 5/1 OR AFTER THRU END OF YR,-999
2019-20,062901,CUERO ISD,7H,ENGAGED BEFORE 5/1; NO CONTACT 5/1 THRU END OF YR,-999
2019-20,062901,CUERO ISD,7I,ENGAGED BEFORE 5/1; NOT ENGAGED 5/1 THRU END OF YR,26
2019-20,062902,NORDHEIM ISD,7A,ENGAGED FOR MAJORITY OF TIME PERIOD,146
2019-20,062906,MEYERSVILLE ISD,7A,ENGAGED FOR MAJORITY OF TIME PERIOD,128
